year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2022,Rodón, Carlos,607074,Giants,SF,L,95.5,1826,2985,18.425925925925927,0.6117252931323283,FF,4-Seamer,12,-13,1,8,6,-6.1,-0.2,-3,0.7132352941176471,0.4068627450980392
2022,Burnes, Corbin,669203,Brewers,MIL,R,95.1,1813,3274,20.209876543209877,0.5537568723274282,FC,Cutter,18.6,-19.3,0.7,4,4.4,2.9,1.5,52,0.6666666666666666,0.762962962962963
2022,Cole, Gerrit,543037,Yankees,NYY,R,97.8,1698,3274,20.209876543209877,0.5186316432498472,FF,4-Seamer,10.5,-12.9,2.4,19,10.4,-8.1,2.3,28,0.9509803921568627,0.7279411764705882
2022,Gilbert, Logan,669302,Mariners,SEA,R,96.1,1625,3015,18.61111111111111,0.538971807628524,FF,4-Seamer,11.9,-12.7,0.8,6,6.4,-6.7,-0.3,-5,0.6593137254901961,0.39950980392156865
2022,Pivetta, Nick,601713,Red Sox,BOS,R,93.4,1572,3082,19.02469135802469,0.5100584036340039,FF,4-Seamer,10.9,-13.7,2.8,21,5.1,-5.6,-0.6,-10,0.9730392156862745,0.36764705882352944
2022,McKenzie, Triston,663474,Guardians,CLE,R,92.5,1565,2807,17.32716049382716,0.5575347345920912,FF,4-Seamer,11.6,-14.4,2.9,20,3,-5.7,-2.6,-47,0.9779411764705882,0.19607843137254902
2022,Javier, Cristian,664299,Astros,HOU,R,93.8,1530,2554,15.765432098765432,0.5990602975724354,FF,4-Seamer,12.2,-15.2,3,20,7.3,-7.9,-0.6,-7,0.9828431372549019,0.36764705882352944
2022,Strider, Spencer,675911,Braves,ATL,R,98.2,1524,2277,14.055555555555555,0.6693017127799736,FF,4-Seamer,10.7,-12.5,1.8,14,5.1,-7.7,-2.6,-34,0.8848039215686274,0.19607843137254902
2022,Manaea, Sean,640455,Padres,SD,L,91.2,1508,2482,15.320987654320987,0.6075745366639806,SIFT,Sinker,20.7,-23.1,-2.4,-11,13.2,-14.3,-1.2,-8,0.22265625,0.25
2022,Valdez, Framber,664285,Astros,HOU,L,93.9,1478,3018,18.62962962962963,0.4897282968853545,SIFT,Sinker,24.2,-21.1,3.1,14,14.4,-14.6,-0.2,-2,0.86328125,0.41796875
2022,Ryan, Joe,657746,Twins,MIN,R,92,1436,2391,14.75925925925926,0.6005855290673359,FF,4-Seamer,17.5,-17.4,-0.1,0,10.7,-9.3,1.5,16,0.4877450980392157,0.6691176470588235
2022,Gallen, Zac,668678,D-backs,AZ,R,94.1,1411,2935,18.117283950617285,0.4807495741056218,FF,4-Seamer,13.5,-14.5,1.1,7,3.4,-7.1,-3.7,-52,0.7328431372549019,0.12009803921568628
2022,Urquidy, José,664353,Astros,HOU,R,93.5,1392,2640,16.296296296296298,0.5272727272727272,FF,4-Seamer,11.7,-14.3,2.7,19,7.7,-6.5,1.2,19,0.9656862745098039,0.6274509803921569
2022,Gausman, Kevin,592332,Blue Jays,TOR,R,95,1358,2783,17.179012345679013,0.4879626302551204,FF,4-Seamer,13.1,-14.1,1,7,10.5,-7.1,3.4,47,0.7132352941176471,0.8529411764705882
2022,Cease, Dylan,656302,White Sox,CWS,R,87.4,1338,3120,19.25925925925926,0.4288461538461538,SL,Slider,35,-33.3,1.7,5,4,4.3,-0.3,-7,0.717032967032967,0.4945054945054945
2022,Quantrill, Cal,615698,Guardians,CLE,R,93.6,1319,2920,18.02469135802469,0.4517123287671233,SIFT,Sinker,16.3,-20.3,-4,-20,12,-14,-2,-14,0.11328125,0.15234375
2022,Verlander, Justin,434378,Astros,HOU,R,95,1314,2607,16.09259259259259,0.5040276179516686,FF,4-Seamer,11.4,-12.2,0.8,7,9.5,-6.2,3.4,54,0.6593137254901961,0.8529411764705882
2022,Giolito, Lucas,608337,White Sox,CWS,R,92.6,1312,2753,16.993827160493826,0.4765710134398838,FF,4-Seamer,13.9,-14.5,0.6,4,5.4,-5.8,-0.4,-8,0.6176470588235294,0.39215686274509803
2022,Snell, Blake,605483,Padres,SD,L,95.8,1300,2341,14.450617283950617,0.5553182400683468,FF,4-Seamer,11.2,-12.7,1.5,12,5.2,-5.8,-0.6,-10,0.8455882352941176,0.36764705882352944
2022,Singer, Brady,663903,Royals,KC,R,93.8,1276,2376,14.666666666666666,0.5370370370370371,SIFT,Sinker,20.6,-22.5,-1.9,-8,14.9,-15.4,-0.5,-3,0.27734375,0.34765625
2022,Urías, Julio,628711,Dodgers,LAD,L,93.1,1250,2622,16.185185185185187,0.4767353165522502,FF,4-Seamer,14.8,-15.2,0.3,2,2.8,-7.2,-4.3,-60,0.5759803921568627,0.07107843137254902
2022,Cease, Dylan,656302,White Sox,CWS,R,96.8,1241,3120,19.25925925925926,0.39775641025641023,FF,4-Seamer,10.3,-12.8,2.5,19,3,-6.9,-3.9,-56,0.9632352941176471,0.09558823529411764
2022,Kopech, Michael,656629,White Sox,CWS,R,94.9,1239,2011,12.41358024691358,0.6161113873694679,FF,4-Seamer,11.9,-14.2,2.3,16,9.9,-7.4,2.5,34,0.9436274509803921,0.7450980392156863
2022,Davies, Zach,605200,D-backs,AZ,R,89.6,1239,2292,14.148148148148149,0.5405759162303665,SIFT,Sinker,21.7,-25.1,-3.5,-14,14.8,-14.9,0,0,0.13671875,0.453125
2022,Ray, Robbie,592662,Mariners,SEA,L,93.4,1195,3047,18.808641975308642,0.39218903839842467,FF,4-Seamer,13.4,-14.7,1.3,9,6.7,-6.6,0.1,2,0.803921568627451,0.4681372549019608
2022,Greene, Hunter,668881,Reds,CIN,R,98.9,1184,2200,13.580246913580247,0.5381818181818182,FF,4-Seamer,12.1,-12.2,0.1,1,11.7,-8.2,3.5,42,0.5343137254901961,0.8578431372549019
2022,Lauer, Eric,641778,Brewers,MIL,L,93.3,1173,2676,16.51851851851852,0.4383408071748879,FF,4-Seamer,14.6,-15.1,0.4,3,9.8,-7,2.7,39,0.5955882352941176,0.7745098039215687
